tool|type|value|source
Zoomify|url|http://www.zoomify.com/|TERESAH
Zoomify|standard|JPEG|TERESAH
Zoomify|operating-system|Linux|TERESAH
Zoomify|keyword|mosaic|TERESAH
Zoomify|keyword|Paid|TERESAH
Zoomify|keyword|pan|TERESAH
Zoomify|license|Proprietary|TERESAH
Zoomify|application-category|Publishing|TERESAH
Zoomify|keyword|still image|TERESAH
Zoomify|keyword|structuring|TERESAH
Zoomify|standard|TIFF|TERESAH
Zoomify|application-category|Web development|TERESAH
Zoomify|keyword|zoom|TERESAH
Zoomify|creator|Zoomify Inc.|TERESAH
Zoomify|creator|Zoomify, Inc|TERESAH
Zoomify|keyword|zooming|TERESAH
Zotpress|application-category|Organizing|TERESAH
Zotpress|url|http://wordpress.org/plugins/zotpress/|TERESAH
Zotpress|creator|Katie Seaborn|TERESAH
Zotpress|operating-system|Web|TERESAH
Zotpress|keyword|web publishing|TERESAH
Zotpress|keyword|WordPress|TERESAH
Zotpress|description|Zotpress enables users to easily add Zotero citations to a WordPress site by using a special syntax that turns a Zotero citation key into a well-formatted inline citation and bibliography, based on the data stored in Zotero.|BambooDirt
